ResponseId,StartDate,EndDate,cpi_Direction_vision_1_The company's vision is very clear.,cpi_Direction_vision_2_I can summarize the company's vision to someone I meet.,cpi_Direction_vision_3_I feel inspired by the company's vision.,cpi_Direction_vision_4_Leaders are passionate about the company's vision.,cpi_Direction_vision_5_Leaders are guided by the company's vision.,cpi_Direction_strategy_1_I have confidence in the company's strategy.,cpi_Direction_strategy_2_I know what my company wants to achieve in the next year.,cpi_Direction_strategy_3_This company knows how to get the results it is looking for.,cpi_Direction_strategy_4_We know what our next step is for improving our capabilities.,cpi_Direction_strategy_5_Leadership effectively connects my work to the company goals.,cpi_Direction_leadership_1_I have a great deal of confidence in the leadership of this company.,cpi_Direction_leadership_2_Company leaders impact the attitude and culture of the entire company.,cpi_Direction_leadership_3_The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.,cpi_Direction_leadership_4_Leaders find the time to get to know the employees.,cpi_Direction_leadership_5_I have confidence in the decision making of company leaders. ,cpi_Operations_adaptability_1_We deal with the same problems again and again.*,cpi_Operations_adaptability_2_Company changes usually have a positive impact on me.,cpi_Operations_adaptability_3_People look to pass the blame when something goes wrong.*,"cpi_Operations_adaptability_4_If an issue arises, people mostly remain calm and focused.",cpi_Operations_adaptability_5_We use feedback from customers to improve our services.,cpi_Operations_performance_1_I have real time access to business i.,cpi_Operations_performance_2_My team uses performance measures (i.e. key performance indicators).,cpi_Operations_performance_3_We are recognized for our successes.,cpi_Operations_performance_4_We have a clear sense at all times whether or not we're meeting our objectives.,cpi_Operations_performance_5_We are held accountable for our performance.,cpi_Operations_systems_1_I often use 'workarounds' instead of the company's established systems.*,cpi_Operations_systems_2_It often takes too long to get the information I need.*,"cpi_Operations_systems_3_Oftentimes, I have to take care of things that shouldn't be my responsibility.*",cpi_Operations_systems_4_I know who to go to when I have concerns about our systems/processes.,cpi_Operations_systems_5_I follow the company's standardized procedures.,cpi_People_teamwork_1_Our team consistently meets our goals.,cpi_People_teamwork_2_Our work would be better if we collaborated more.,cpi_People_teamwork_3_Our skills complement each other well.,cpi_People_teamwork_4_There's a real sense that I am part of a team.,cpi_People_teamwork_5_Our company has a spirit of teamwork and cooperation.,cpi_People_talent_1_My company does a good job of hiring the right people for the right jobs.,cpi_People_talent_2_I am confident my performance affects my compensation.,cpi_People_talent_3_I get along well with my supervisor.,cpi_People_talent_4_Performance reviews are a waste of time.*,"cpi_People_talent_5_Based on my experience, the company does a great job of acclimating new employees.",cpi_People_development_1_I get helpful feedback from my supervisor on a regular basis.,cpi_People_development_2_I am consistently improving at my job.,cpi_People_development_3_People here are always willing to help me learn.,cpi_People_development_4_The company invests in employees learning new skills.,cpi_People_development_5_I have grown professionally during my time with this company.,cpi_Engagement_fit_1_My job role is always extremely clear.,cpi_Engagement_fit_2_I am very frequently overwhelmed at work.*,cpi_Engagement_fit_3_My job is a great fit for my skills and strengths.,cpi_Engagement_fit_4_I embrace the company's core values.,cpi_Engagement_fit_5_I look forward to going to work.,cpi_Engagement_customer_1_I believe in the products or services we provide.,cpi_Engagement_customer_2_I respond to customer needs as quickly as possible.,cpi_Engagement_customer_3_I build great relationships with my customers.,cpi_Engagement_customer_4_I'm disappointed if I don't meet my customers' expectations.,cpi_Engagement_customer_5_I seek feedback from customers to improve our products or services.,cpi_Engagement_climate_1_My opinions are heard and valued.,cpi_Engagement_climate_2_I am confident that leadership understands what I do.,cpi_Engagement_climate_3_I am very comfortable letting my supervisor know when I've made a mistake.,cpi_Engagement_climate_4_I trust my supervisor has my best interest in mind.,cpi_Engagement_climate_5_I feel micromanaged.*,extra_pos_positivity_1_People in my organization express genuine gratitude toward one another.,extra_pos_positivity_2_I practice mindfulness by staying in the present moment while doing my work.,extra_pos_positivity_3_People I work with generally feel optimistic about the organization's future.,extra_pos_positivity_4_People that I work with care about my happiness and well-being.,extra_pos_positivity_5_I feel inspired every day to do my best work.,"extra_sat_satisfaction_1_Taking everything into consideration, I am satisfied with my job as a whole.",extra_eff_effort_2_I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization.,nps,nps_group,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,CPI_missing,CPI_tot_sd,Direction_sd,Operations_sd,People_sd,Engagement_sd,TENURE,FUNCTION,LEVEL,LOCATION,GENERATION,GENDER
79,"Jul 7, 2020 8:07:14 AM","Jul 7, 2020 10:17:54 AM",75,50,50,50,50,75,75,75,75,75,75,100,50,75,75,0,100,25,50,75,75,50,50,100,75,75,50,50,100,100,50,75,75,75,75,50,75,100,100,50,75,75,75,25,100,75,50,75,75,75,100,50,50,100,100,75,75,100,100,50,75,75,100,75,100,75,100,9,Promoter,70.41666666666667,68.33333333333333,65,71.66666666666667,76.66666666666667,55,75,75,50,70,75,70,75,70,70,80,80,85,0,23.256627597352775,14.840420992616592,29.58039891549808,20.845234695819798,19.970215917949506,1 - 4 years,CI & Maintenance,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
81,"Jul 7, 2020 8:10:26 AM","Jul 7, 2020 8:34:35 AM",100,100,100,100,100,75,100,75,75,75,75,100,100,100,75,50,75,25,50,100,100,100,100,100,75,75,75,50,75,75,75,100,100,100,100,75,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,75,100,100,75,100,75,100,25,100,100,100,75,100,100,100,10,Promoter,87.5,90,75,95,90,100,80,90,60,95,70,95,95,95,100,95,75,95,0,21.48494024483585,12.677313820927749,23.145502494313785,10.350983390135314,20.701966780270627,1 - 4 years,Sales,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
82,"Jul 7, 2020 8:11:21 AM","Jul 7, 2020 8:33:24 AM",75,75,50,75,50,50,75,50,75,75,75,75,50,75,75,50,50,50,50,50,50,50,50,50,50,50,50,25,100,100,50,50,50,50,50,25,75,100,75,25,0,100,25,25,75,50,100,75,75,100,75,100,100,100,50,75,100,100,100,100,50,50,50,50,100,100,100,8,Passive,65,66.66666666666667,55,51.666666666666664,86.66666666666667,65,65,70,50,50,65,50,60,45,80,85,95,60,0,25.416805734579217,12.198750911856663,19.364916731037084,29.072978781646974,18.580583823930162,9+ years,Operations,Management,"SARNA, Canada",Baby Boomer (born between 1946 - 1965),Female
86,"Jul 7, 2020 8:26:58 AM","Jul 7, 2020 8:53:29 AM",75,50,75,75,75,75,50,75,75,100,75,100,75,100,75,25,75,50,50,75,50,50,50,50,75,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,100,75,50,75,75,75,100,75,75,100,100,50,75,50,75,75,100,75,75,75,75,100,75,10,Promoter,71.25,76.66666666666667,58.333333333333336,75,75,70,75,85,55,55,65,75,75,75,70,90,65,80,0,18.00543290490602,14.840420992616592,15.430334996209192,9.44911182523068,16.366341767699428,9+ years,Sales,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Male
87,"Jul 7, 2020 8:35:22 AM","Jul 7, 2020 9:19:07 AM",75,50,50,75,75,50,75,50,75,75,50,75,50,50,50,25,50,75,50,75,75,50,50,50,50,75,75,25,75,75,50,50,50,50,25,25,75,75,100,25,25,75,50,25,50,25,75,100,75,100,100,100,100,100,50,50,75,100,100,100,75,75,50,75,100,100,100,8,Passive,63.333333333333336,61.666666666666664,58.333333333333336,50,83.33333333333333,65,65,55,55,55,65,45,60,45,75,90,85,75,0,24.218861740367977,12.909944487358056,18.09367161139365,23.145502494313785,24.397501823713327,9+ years,Operations,Management,"SARNA, Canada",Baby Boomer (born between 1946 - 1965),Male
89,"Jul 7, 2020 8:42:56 AM","Jul 7, 2020 8:56:59 AM",75,75,75,75,75,75,100,75,50,75,75,50,25,25,50,0,75,0,75,50,50,50,25,50,50,75,75,25,75,75,75,50,50,50,50,75,75,75,25,50,75,75,50,50,50,75,0,75,75,100,75,75,75,75,50,50,75,75,50,75,50,75,50,50,75,75,75,5,Detractor,60,65,50,58.333333333333336,66.66666666666667,75,75,45,40,45,65,55,60,60,65,70,65,60,0,23.097063713697594,20.701966780270627,26.72612419124244,15.430334996209192,22.493385271060934,5 - 8 years,Finance/IT,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Female
91,"Jul 7, 2020 8:43:35 AM","Jul 7, 2020 8:58:58 AM",50,50,50,75,50,50,75,50,50,50,50,75,50,75,50,0,50,0,50,75,75,75,25,50,75,50,25,0,75,75,50,50,50,25,50,25,0,75,25,50,75,75,25,50,50,50,50,75,75,50,50,100,75,100,50,25,25,75,75,100,50,75,25,50,50,50,75,5,Detractor,53.333333333333336,56.666666666666664,46.666666666666664,45,65,55,55,60,35,60,45,45,35,55,60,75,60,50,0,24.25340930625369,11.443442705426587,29.680841985233183,21.547290184283366,24.640269015229055,1 - 4 years,Order Process & Quality,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
93,"Jul 7, 2020 8:53:39 AM","Jul 7, 2020 9:12:55 AM",75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,75,25,75,100,50,25,100,50,25,75,100,75,100,100,100,100,100,100,100,75,100,100,0,100,75,75,100,100,100,75,50,100,100,100,100,100,100,100,100,75,100,100,100,100,75,75,75,100,100,100,100,10,Promoter,86.66666666666667,98.33333333333333,66.66666666666667,88.33333333333333,93.33333333333333,95,100,100,60,50,90,100,75,90,85,100,95,85,0,26.542047523473983,6.454972243679028,30.860669992418384,26.502470684465486,14.840420992616592,5 - 8 years,Sales,Team Member,"Boothwyn, PA",Generation Y (born between 1981 - 2000),Female
94,"Jul 7, 2020 8:53:35 AM","Jul 7, 2020 9:00:33 AM",75,25,25,25,25,25,75,25,25,25,25,75,75,25,25,25,50,25,25,25,75,25,25,25,25,75,25,25,75,75,50,50,75,75,50,25,75,25,25,50,25,75,75,75,75,50,25,75,50,50,75,100,75,75,75,75,25,75,25,25,50,75,50,75,75,75,75,5,Detractor,47.916666666666664,38.333333333333336,40,55,58.333333333333336,35,35,45,30,35,55,60,40,65,50,80,45,65,0,24.419005601222974,22.886885410853175,22.75647474581999,21.547290184283366,24.397501823713327,9+ years,Sales,Team Member,"Joliet, IL",Generation X (born between 1966 - 1980),Female
95,"Jul 7, 2020 8:55:20 AM","Jul 7, 2020 9:23:53 AM",75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,0,25,25,75,75,0,75,75,25,75,75,25,25,25,75,75,75,75,75,75,75,75,75,75,25,75,75,75,50,75,75,25,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,8,Passive,65.41666666666667,76.66666666666667,45,70,70,75,75,80,40,50,45,75,65,70,65,75,70,75,0,22.841184400446632,6.454972243679028,30.178043106110866,14.015297764534703,14.015297764534703,5 - 8 years,Sales,Team Member,"Lake Charles, LA",Generation X (born between 1966 - 1980),Male
96,"Jul 7, 2020 8:55:16 AM","Jul 7, 2020 9:04:17 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,10,Promoter,73.75,75,73.33333333333333,73.33333333333333,73.33333333333333,75,75,75,75,75,70,75,70,75,75,75,70,75,0,10.8133081981538,0,6.454972243679028,6.454972243679028,6.454972243679028,1 - 4 years,Sales,Team Member,"Beaumont, TX",Generation Y (born between 1981 - 2000),Female
97,"Jul 7, 2020 8:57:38 AM","Jul 7, 2020 9:14:39 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,75,75,25,75,75,75,75,100,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,50,50,75,75,75,10,Promoter,72.91666666666667,75,70,73.33333333333333,73.33333333333333,75,75,75,65,65,80,70,75,75,75,70,75,65,0,13.179509756523295,0,16.903085094570333,6.454972243679028,6.454972243679028,Less than a year,Sales,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Female
99,"Jul 7, 2020 8:56:28 AM","Jul 7, 2020 9:14:44 AM",75,75,50,50,75,50,50,50,75,50,50,75,75,75,50,25,50,50,75,25,50,50,75,50,75,25,25,50,50,50,75,75,75,75,75,50,75,75,50,25,50,75,75,25,75,50,75,75,50,75,75,75,75,75,75,50,50,75,50,50,75,75,75,75,50,75,75,7,Passive,59.583333333333336,61.666666666666664,48.333333333333336,63.333333333333336,65,65,55,65,45,60,40,75,55,60,65,75,55,70,0,18.04252539471229,12.909944487358056,17.59328876372492,18.580583823930162,12.677313820927749,1 - 4 years,Sales,Team Member,"Joliet, IL",Generation Y (born between 1981 - 2000),Female
101,"Jul 7, 2020 9:04:08 AM","Jul 7, 2020 9:19:29 AM",75,75,75,75,75,75,100,75,75,75,50,75,50,75,50,50,25,75,75,100,50,75,50,75,100,75,25,25,100,100,50,100,75,75,100,50,25,100,50,75,75,75,75,25,50,50,0,75,75,75,100,100,100,100,100,50,50,100,100,75,75,75,50,75,75,75,75,8,Passive,70.41666666666667,71.66666666666667,66.66666666666667,66.66666666666667,76.66666666666667,75,80,60,65,70,65,80,60,60,55,100,75,70,0,25.363945741847687,12.909944487358056,27.81743201320934,24.397501823713327,29.072978781646974,1 - 4 years,Sales,Team Member,"Minneapolis, MN",Generation Y (born between 1981 - 2000),Male
102,"Jul 7, 2020 9:08:26 AM","Jul 7, 2020 9:20:04 AM",75,75,50,50,50,50,75,50,50,75,50,75,50,50,50,25,50,50,50,75,75,75,50,25,25,75,75,25,75,75,75,75,75,25,25,25,25,100,0,50,75,100,50,75,75,75,75,75,75,75,75,75,75,75,75,50,25,75,75,100,75,75,50,75,50,75,75,8,Passive,60.416666666666664,58.333333333333336,55,56.666666666666664,71.66666666666667,60,60,55,50,50,65,55,40,75,75,75,65,65,0,22.708373257646148,12.198750911856663,21.547290184283366,30.569982164270385,15.998511835554611,9+ years,Sales,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
103,"Jul 7, 2020 9:15:37 AM","Jul 7, 2020 9:44:02 AM",75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,25,50,25,75,75,50,50,75,75,75,50,25,0,75,75,75,75,75,75,75,75,50,75,25,75,75,75,75,75,75,75,50,75,75,50,75,75,75,75,75,75,75,75,75,50,75,75,75,50,50,75,75,7,Passive,66.66666666666667,73.33333333333333,53.333333333333336,70,70,70,75,75,50,65,45,75,60,75,65,75,70,65,0,18.75471227778137,6.454972243679028,24.760760046800623,14.015297764534703,10.350983390135314,1 - 4 years,Sales,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
104,"Jul 7, 2020 9:12:11 AM","Jul 7, 2020 9:46:00 AM",75,50,75,75,75,75,50,75,50,75,75,75,50,75,75,50,50,50,50,75,50,75,75,75,75,50,50,75,75,75,50,75,100,75,100,100,100,100,50,50,75,75,75,50,75,100,50,100,75,75,100,100,75,75,50,50,100,100,100,100,75,75,75,75,100,100,75,10,Promoter,72.91666666666667,68.33333333333333,63.333333333333336,76.66666666666667,83.33333333333333,70,65,70,55,70,65,80,80,70,80,80,90,80,0,19.97772042771313,11.443442705426587,12.909944487358056,19.970215917949506,20.412414523193153,Less than a year,Sales,Team Member,"Freeport, TX",Generation Y (born between 1981 - 2000),Female
105,"Jul 7, 2020 9:16:20 AM","Jul 7, 2020 9:23:15 AM",75,75,50,75,75,50,75,50,75,75,75,50,50,50,50,25,50,75,75,75,75,50,75,75,75,50,50,25,75,75,75,100,75,75,75,50,50,75,50,50,75,75,75,50,75,100,75,75,75,50,75,75,75,50,75,75,75,75,75,75,75,50,75,75,75,75,25,8,Passive,66.66666666666667,63.333333333333336,61.666666666666664,68.33333333333333,73.33333333333333,70,65,55,60,70,55,80,55,70,75,70,75,70,0,17.03713070872844,12.909944487358056,18.580583823930162,14.840420992616592,11.443442705426587,Less than a year,Operations,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
106,"Jul 7, 2020 9:26:20 AM","Jul 7, 2020 9:43:55 AM",75,75,75,75,75,75,75,50,75,75,75,100,75,75,50,25,75,25,50,75,75,50,50,75,100,50,50,75,50,50,75,75,100,75,75,75,75,75,50,25,75,75,75,50,75,75,25,75,75,50,75,75,75,75,75,75,50,75,50,25,50,50,50,50,50,75,50,6,Detractor,66.25,73.33333333333333,58.333333333333336,70,63.333333333333336,75,70,75,50,70,55,80,60,70,60,75,55,50,0,19.354129126667484,11.443442705426587,20.412414523193153,16.903085094570333,18.580583823930162,1 - 4 years,Operations,Supervisor,"Salt Lake City, UT",Generation Y (born between 1981 - 2000),Male
108,"Jul 7, 2020 9:32:26 AM","Jul 7, 2020 9:47:51 AM",75,75,50,50,75,50,75,50,50,50,75,75,75,75,50,0,25,50,50,50,50,50,75,75,75,25,50,50,50,50,75,75,75,75,75,50,75,100,50,50,100,75,75,75,75,50,25,100,50,50,75,75,75,50,50,75,50,75,75,75,50,75,50,50,75,100,75,7,Passive,62.083333333333336,63.333333333333336,48.333333333333336,73.33333333333333,63.333333333333336,65,55,70,35,65,45,75,65,80,55,65,70,60,0,20.00276900193754,12.909944487358056,19.970215917949506,14.840420992616592,18.580583823930162,9+ years,Sales,Team Member,"Freeport, TX",Baby Boomer (born between 1946 - 1965),Female
110,"Jul 7, 2020 9:36:02 AM","Jul 7, 2020 10:42:33 AM",75,50,50,50,50,75,50,75,50,75,100,100,75,25,75,25,25,50,50,50,25,50,50,50,50,75,25,50,75,75,75,75,75,50,50,75,25,75,75,25,50,75,75,50,75,75,50,75,75,75,75,100,100,100,50,50,75,75,75,100,50,75,75,75,75,75,100,8,Passive,62.916666666666664,65,48.333333333333336,61.666666666666664,76.66666666666667,55,65,75,40,45,60,65,55,65,70,85,75,70,0,21.994501321614663,20.701966780270627,17.59328876372492,18.580583823930162,17.59328876372492,1 - 4 years,IsoTek Manufacturing,Team Member,"Salt Lake City, UT",Generation X (born between 1966 - 1980),Male
111,"Jul 7, 2020 9:37:35 AM","Jul 7, 2020 9:47:32 AM",75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,25,50,50,75,75,75,75,75,50,75,75,75,75,75,100,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,100,50,75,75,75,100,100,100,100,100,75,75,75,75,75,75,100,75,75,75,75,100,9,Promoter,74.58333333333333,73.33333333333333,68.33333333333333,73.33333333333333,83.33333333333333,70,75,75,55,70,80,75,70,75,75,100,75,80,0,16.239769239623616,6.454972243679028,17.59328876372492,6.454972243679028,15.430334996209192,1 - 4 years,Sales,Team Member,"New Orleans, LA",Generation Y (born between 1981 - 2000),Male
113,"Jul 7, 2020 9:47:16 AM","Jul 7, 2020 3:32:27 PM",50,75,75,75,75,75,100,50,75,75,50,75,25,100,50,25,50,25,75,50,100,100,25,50,25,0,25,75,75,50,75,75,75,75,100,50,75,100,50,25,25,75,75,0,75,75,75,75,75,75,75,50,50,50,50,75,100,100,50,75,75,50,25,75,75,75,75,6,Detractor,62.916666666666664,68.33333333333333,50,63.333333333333336,70,70,75,60,45,60,45,80,60,50,75,55,80,60,0,25.84926145743251,19.970215917949506,29.88071523335984,28.136571693556885,16.903085094570333,5 - 8 years,Finance/IT,Management,"Houston, TX",Generation X (born between 1966 - 1980),Female
114,"Jul 7, 2020 9:53:12 AM","Jul 7, 2020 10:17:50 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,50,50,75,75,75,75,75,75,75,75,75,50,75,100,75,75,75,75,75,75,75,100,25,75,75,75,75,100,75,75,50,75,75,75,100,100,100,100,100,75,75,75,75,75,75,75,75,75,75,75,100,9,Promoter,75,75,68.33333333333333,75,81.66666666666667,75,75,75,55,75,75,75,70,80,70,100,75,75,0,17.194296706713484,0,17.59328876372492,16.366341767699428,14.840420992616592,1 - 4 years,Sales,Team Member,"New Orleans, LA",Generation Y (born between 1981 - 2000),Male
115,"Jul 7, 2020 9:58:26 AM","Jul 7, 2020 10:04:33 AM",100,75,100,100,100,100,75,75,75,75,100,100,100,100,100,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,100,75,75,100,75,75,50,100,100,50,75,100,100,100,100,100,100,75,100,100,100,100,75,75,75,75,75,75,75,75,10,Promoter,84.16666666666667,91.66666666666667,73.33333333333333,80,91.66666666666667,95,80,100,70,75,75,80,80,80,85,95,95,75,0,17.846385774783602,12.198750911856663,6.454972243679028,14.015297764534703,15.430334996209192,1 - 4 years,Finance/IT,Management,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
116,"Jul 7, 2020 9:59:48 AM","Jul 7, 2020 10:36:51 AM",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,25,50,50,25,0,0,0,0,50,50,50,50,50,100,100,100,100,25,50,0,100,0,50,100,100,100,0,100,50,50,100,50,50,50,100,100,100,100,0,75,100,100,100,0,50,50,50,50,50,100,4,Detractor,56.25,50,31.666666666666668,68.33333333333333,75,50,50,50,40,5,50,85,40,80,60,90,75,40,0,32.99137473814389,0,22.09287754221342,42.747876583298876,31.339158526400436,5 - 8 years,Supply Chain,Team Member,"Minneapolis, MN",Silent Generation (born between 1925 - 1945),Female
118,"Jul 7, 2020 10:13:31 AM","Jul 7, 2020 10:26:50 AM",100,100,100,75,75,100,100,100,100,100,100,100,100,75,100,50,50,50,75,100,100,100,75,75,100,50,75,50,75,100,75,100,100,100,100,75,75,75,50,75,75,100,75,100,100,100,25,100,100,75,75,75,100,75,75,75,75,75,75,50,50,75,75,100,75,100,100,9,Promoter,82.91666666666667,95,75,85,76.66666666666667,90,100,95,65,90,70,95,70,90,80,80,70,75,0,21.185700036214126,10.350983390135314,21.128856368212915,15.811388300841896,19.970215917949506,5 - 8 years,Finance/IT,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
119,"Jul 7, 2020 10:14:18 AM","Jul 7, 2020 10:44:32 AM",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,75,75,100,100,100,100,100,100,25,50,0,100,100,75,75,50,50,75,75,100,100,75,75,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,75,100,75,100,75,100,100,100,10,Promoter,89.58333333333333,100,80,83.33333333333333,95,100,100,100,85,100,55,65,85,100,90,100,95,90,0,23.350612959411446,0,31.622776601683793,18.09367161139365,14.015297764534703,5 - 8 years,Finance/IT,Leadership (Director and up),"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
120,"Jul 7, 2020 10:15:05 AM","Jul 7, 2020 10:50:02 AM",75,75,75,100,75,75,75,75,50,75,75,100,50,75,75,25,50,50,50,50,25,50,50,50,50,50,50,25,75,50,75,75,75,50,75,75,50,75,100,50,50,75,75,75,75,75,50,75,75,75,75,75,75,75,50,75,25,75,50,75,75,75,75,75,50,75,75,8,Passive,64.58333333333333,75,46.666666666666664,70,66.66666666666667,80,70,75,45,45,50,70,70,70,70,70,60,70,0,18.97725816374639,13.36306209562122,12.909944487358056,14.015297764534703,15.430334996209192,1 - 4 years,Operations,Management,"Houston, TX",Generation X (born between 1966 - 1980),Male
122,"Jul 7, 2020 10:27:38 AM","Jul 7, 2020 11:13:36 AM",75,50,75,75,50,50,50,50,50,50,50,100,50,75,50,0,25,25,75,50,75,25,75,25,75,50,50,25,75,100,75,75,75,75,75,50,75,75,75,75,75,100,100,50,100,100,50,100,100,75,75,100,100,100,100,75,50,100,100,75,75,100,75,75,75,100,100,8,Passive,68.33333333333333,60,50,76.66666666666667,86.66666666666667,65,50,65,35,55,60,75,70,85,85,95,80,80,0,25.42345121020757,15.811388300841896,28.34733547569204,14.840420992616592,18.580583823930162,9+ years,Sales,Team Member,"Beaumont, TX",Generation X (born between 1966 - 1980),Male
124,"Jul 7, 2020 10:53:14 AM","Jul 7, 2020 11:11:32 AM",100,75,100,100,100,100,100,75,75,100,100,100,100,75,100,50,50,50,75,75,75,75,75,75,75,75,50,50,75,100,50,75,75,100,75,50,75,75,75,50,75,75,75,75,75,75,50,100,100,75,100,100,100,100,75,75,75,75,75,75,50,75,75,75,75,100,100,10,Promoter,79.16666666666667,93.33333333333333,68.33333333333333,71.66666666666667,83.33333333333333,95,90,95,60,75,70,75,65,75,80,95,75,70,0,19.258639949473302,11.443442705426587,14.840420992616592,12.909944487358056,15.430334996209192,9+ years,Sales,Team Member,"Dominquez, CA",Baby Boomer (born between 1946 - 1965),Male
125,"Jul 7, 2020 11:00:09 AM","Jul 7, 2020 11:11:56 AM",100,75,100,100,100,100,100,75,75,100,100,100,100,100,100,75,75,100,75,100,75,75,75,75,75,75,75,75,75,75,50,100,100,100,100,100,50,75,50,100,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,100,100,75,75,75,75,100,100,10,Promoter,82.08333333333333,95,78.33333333333333,80,75,95,90,100,85,75,75,90,75,75,70,75,80,80,0,17.7614358401947,10.350983390135314,8.79664438186246,19.364916731037084,9.44911182523068,Less than a year,Sales,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
126,"Jul 7, 2020 11:11:41 AM","Jul 7, 2020 11:27:03 AM",75,75,75,75,75,75,75,75,75,75,100,100,100,100,100,50,75,25,75,75,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,50,75,75,25,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,9,Promoter,72.91666666666667,83.33333333333333,66.66666666666667,68.33333333333333,73.33333333333333,75,75,100,60,70,70,75,55,75,75,70,75,75,0,16.618017144525258,12.198750911856663,15.430334996209192,14.840420992616592,6.454972243679028,5 - 8 years,Operations,Supervisor,"Houston, TX",Generation Y (born between 1981 - 2000),Male
128,"Jul 7, 2020 11:23:32 AM","Jul 7, 2020 12:19:22 PM",50,75,75,75,50,100,100,75,75,75,75,100,75,75,75,0,75,50,100,25,0,25,50,50,75,0,25,50,75,50,75,25,75,25,25,25,75,100,50,0,50,75,75,50,100,75,50,100,75,75,100,100,100,100,100,75,75,100,75,100,50,25,50,50,75,75,75,8,Passive,65.41666666666667,76.66666666666667,43.333333333333336,55,86.66666666666667,65,85,80,50,40,40,45,50,70,75,100,85,50,0,29.842455727228614,14.840420992616592,30.569982164270385,30.178043106110866,15.998511835554611,5 - 8 years,Operations,Leadership (Director and up),"Golden, CO",Generation X (born between 1966 - 1980),Male
129,"Jul 7, 2020 11:37:44 AM","Jul 7, 2020 12:04:41 PM",75,75,75,25,25,75,75,75,75,25,25,25,0,75,25,0,100,50,75,75,50,25,0,75,0,0,25,0,25,75,50,75,25,25,25,25,25,100,100,75,25,100,25,0,0,25,0,75,75,25,75,75,75,75,75,25,75,75,25,50,25,75,75,25,25,25,100,3,Detractor,47.083333333333336,50,38.333333333333336,45,55,55,65,30,60,30,25,40,65,30,40,75,50,45,0,31.63461170537994,28.34733547569204,35.18657752744984,35.606981658898626,27.0581384641083,Less than a year,Finance/IT,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
131,"Jul 7, 2020 12:04:44 PM","Jul 7, 2020 12:31:46 PM",100,75,100,50,100,75,100,75,50,100,100,100,75,75,100,0,75,25,75,100,75,75,100,100,100,25,25,25,50,75,25,25,50,75,75,25,100,75,75,25,75,75,25,25,75,100,25,75,100,100,100,100,75,100,75,50,100,100,50,25,25,75,75,50,100,100,100,10,Promoter,70,85,61.666666666666664,55,78.33333333333333,85,80,90,55,90,40,50,60,55,80,90,65,65,0,30.25058399163573,18.41970994032518,33.89409275684369,27.0581384641083,28.136571693556885,5 - 8 years,Operations,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
